3	4.995307e-03	2.462000e-03
9	3.296287e-04	8.681000e-03
15	3.031213e-05	1.539600e-02
21	3.942126e-06	2.166700e-02
27	7.002748e-07	2.726200e-02
33	1.450284e-07	3.412800e-02
39	3.072558e-08	3.996400e-02
45	8.326319e-09	4.593800e-02
51	2.147705e-09	5.143600e-02
57	6.685867e-10	5.802300e-02
63	1.967563e-10	6.357300e-02
69	6.863980e-11	6.973100e-02
75	2.229027e-11	7.631000e-02
81	8.295850e-12	8.268900e-02
87	3.044883e-12	8.879000e-02
93	1.135411e-12	9.480000e-02
99	4.690549e-13	1.007660e-01
105	1.827839e-13	1.071410e-01
111	7.592494e-14	1.126720e-01
117	3.340340e-14	1.194680e-01
123	1.386348e-14	1.252760e-01
129	6.091915e-15	1.307860e-01
135	2.927780e-15	1.379340e-01
141	1.262445e-15	1.435940e-01
147	5.963112e-16	1.488250e-01
